0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-03, 5.470632558533024784e-08
2.000000000000000042e-03, 1.641193202598683697e-07
3.000000000000000062e-03, 3.282393278469857519e-07
4.000000000000000083e-03, 5.470666924892528003e-07
5.000000000000000104e-03, 8.206017586481446885e-07
6.000000000000000125e-03, 1.148844871103748139e-06
7.000000000000000146e-03, 1.531796374954468986e-06
8.000000000000000167e-03, 1.969456615616739311e-06
9.000000000000001055e-03, 2.461825938824726915e-06
1.000000000000000194e-02, 3.008904690630043405e-06
1.100000000000000283e-02, 3.610693217401455359e-06
1.200000000000000372e-02, 4.267191865824594216e-06
1.300000000000000461e-02, 4.978400982901667438e-06
1.400000000000000550e-02, 5.744320915951169672e-06
1.500000000000000638e-02, 6.564952012607597723e-06
1.600000000000000727e-02, 7.440294620821159596e-06
1.700000000000000816e-02, 8.370349088857492441e-06
1.800000000000000905e-02, 9.355115765297372012e-06
1.900000000000000994e-02, 1.039459499903643400e-05
2.000000000000001082e-02, 1.148878713928488349e-05
2.100000000000001171e-02, 1.263769253556721547e-05
2.200000000000001260e-02, 1.384131153772193017e-05
2.300000000000001349e-02, 1.509964449590125022e-05
2.400000000000001438e-02, 1.641269176057084109e-05
2.500000000000001527e-02, 1.778045368250952141e-05
2.600000000000001615e-02, 1.920293061280899869e-05
2.700000000000001704e-02, 2.068012290287356950e-05
2.800000000000001793e-02, 2.221203090441985515e-05
2.900000000000001882e-02, 2.379865496947651714e-05
3.000000000000001971e-02, 2.543999545038397927e-05
3.100000000000002059e-02, 2.713605269979414987e-05
3.200000000000002148e-02, 2.888682707067014734e-05
3.300000000000002237e-02, 3.069231891628601555e-05
3.400000000000002326e-02, 3.255252859022646293e-05
3.500000000000002415e-02, 3.446745644638656773e-05
3.600000000000002504e-02, 3.643710283897152053e-05
3.700000000000002592e-02, 3.846146812249634300e-05
3.800000000000002681e-02, 4.054055265178561007e-05
3.900000000000002770e-02, 4.267435678197319246e-05
4.000000000000002859e-02, 4.486288086850196528e-05
4.100000000000002948e-02, 4.710612526712355054e-05
4.200000000000003036e-02, 4.940409033389803932e-05
4.300000000000003125e-02, 5.175677642519372072e-05
4.400000000000003214e-02, 5.416418389768681081e-05
4.500000000000003303e-02, 5.662631310836118835e-05
4.600000000000003392e-02, 5.914316441450813053e-05
4.700000000000003481e-02, 6.171473817372602835e-05
4.800000000000003569e-02, 6.434103474392012913e-05
4.900000000000003658e-02, 6.702205448330227902e-05
5.000000000000003747e-02, 6.975779775039063837e-05
1.500000000000000500e-01, 8.909693680292767861e-04
2.500000000000000555e-01, 2.260243668364976099e-03
3.500000000000000888e-01, 4.178028970443982415e-03
4.500000000000000666e-01, 6.644791772824230544e-03
5.500000000000000444e-01, 9.661017251531147515e-03
6.500000000000000222e-01, 1.322720841301027947e-02
7.500000000000000000e-01, 1.734388532194055046e-02
8.499999999999999778e-01, 2.201158439840403269e-02
9.499999999999999556e-01, 2.723085489213089919e-02
1.050000000000000044e+00, 3.300225772290259207e-02
1.150000000000000133e+00, 3.932636565770619708e-02
1.250000000000000222e+00, 4.620376301907764410e-02
1.350000000000000311e+00, 5.363504540351740624e-02
1.450000000000000400e+00, 6.162081941187540213e-02
1.550000000000000488e+00, 7.016170239245378415e-02
1.650000000000000577e+00, 7.915939880051170441e-02
1.750000000000000666e+00, 8.816595340119379176e-02
1.850000000000000755e+00, 9.718159637998183276e-02
1.950000000000000844e+00, 1.062065412683999566e-01
2.050000000000000711e+00, 1.152409894406411228e-01
2.150000000000000799e+00, 1.242851309383345287e-01
2.250000000000000888e+00, 1.333391452431627044e-01
2.350000000000000977e+00, 1.424032019814402417e-01
2.450000000000001066e+00, 1.514774618619701418e-01
2.550000000000001155e+00, 1.605620788822794964e-01
2.650000000000001243e+00, 1.696572020072829312e-01
2.750000000000001332e+00, 1.787629753794540144e-01
2.850000000000001421e+00, 1.878795385290298325e-01
2.950000000000001510e+00, 1.970070265785437424e-01
3.050000000000001599e+00, 2.061455704388006349e-01
3.150000000000001688e+00, 2.152952957524858768e-01
3.250000000000001776e+00, 2.244563227489788648e-01
3.350000000000001865e+00, 2.336287668757847102e-01
3.450000000000001954e+00, 2.428127401564075527e-01
3.550000000000002043e+00, 2.520083520758860107e-01
3.650000000000002132e+00, 2.612157096415697044e-01
3.750000000000002220e+00, 2.704349174464665828e-01
3.850000000000002309e+00, 2.796660777336346104e-01
3.950000000000002398e+00, 2.889092904605641832e-01
4.050000000000002487e+00, 2.981646533628263818e-01
4.150000000000002132e+00, 3.074322620164954278e-01
4.250000000000001776e+00, 3.167122098990181600e-01
4.350000000000001421e+00, 3.260045884483204204e-01
4.450000000000001066e+00, 3.353094871200253402e-01
4.550000000000000711e+00, 3.446269934427180770e-01
4.650000000000000355e+00, 3.539571932005458610e-01
4.750000000000000000e+00, 3.633001711941482026e-01
4.849999999999999645e+00, 3.726560118393705823e-01
4.949999999999999289e+00, 3.820247985870743324e-01
5.049999999999998934e+00, 3.914066133357025912e-01
5.149999999999998579e+00, 4.008015366730648399e-01
5.249999999999998224e+00, 4.102096478998178974e-01
5.349999999999997868e+00, 4.196310250530449482e-01
5.449999999999997513e+00, 4.290657449297777259e-01
5.549999999999997158e+00, 4.385138831103425616e-01
5.649999999999996803e+00, 4.479755139814369236e-01
5.749999999999996447e+00, 4.574507107588657862e-01
5.849999999999996092e+00, 4.669395455098838132e-01
5.949999999999995737e+00, 4.764420891751035003e-01
6.049999999999995381e+00, 4.859584115899406309e-01
6.149999999999995026e+00, 4.954885815055766196e-01
6.249999999999994671e+00, 5.050326666094252515e-01
6.349999999999994316e+00, 5.145907335450965459e-01
6.449999999999993960e+00, 5.241628479872044721e-01
6.549999999999993605e+00, 5.337490750281740359e-01
6.649999999999993250e+00, 5.433494797221828376e-01
6.749999999999992895e+00, 5.529641270783546281e-01
6.849999999999992539e+00, 5.625930820549601696e-01
6.949999999999992184e+00, 5.722364095545090512e-01
7.049999999999991829e+00, 5.818941744196258758e-01
7.149999999999991473e+00, 5.915664414296217810e-01
7.249999999999991118e+00, 6.012532752976811334e-01
7.349999999999990763e+00, 6.109547521215072940e-01
7.449999999999990408e+00, 6.206709384406291496e-01
7.549999999999990052e+00, 6.304018969530175154e-01
7.649999999999989697e+00, 6.401476866584048242e-01
7.749999999999989342e+00, 6.499083629927507877e-01
7.849999999999988987e+00, 6.596839779546425087e-01
7.949999999999988631e+00, 6.694745802243267097e-01
8.049999999999988276e+00, 6.792802152759973566e-01
8.149999999999987921e+00, 6.891009254838940112e-01
8.249999999999987566e+00, 6.989367502227099571e-01
8.349999999999987210e+00, 7.087877259627565207e-01
8.449999999999986855e+00, 7.186538863602872640e-01
8.549999999999986500e+00, 7.285352623433446473e-01
8.649999999999986144e+00, 7.384318821934594546e-01
8.749999999999985789e+00, 7.483437716234999648e-01
8.849999999999985434e+00, 7.582709524137446477e-01
8.949999999999985079e+00, 7.682134381246510380e-01
9.049999999999984723e+00, 7.781712439410977122e-01
9.149999999999984368e+00, 7.881443865790621617e-01
